sysnr;itemcode;description ;type ;brand;brand description ;group ;group description ;E-mark;European;width tyre;aspect ratio;diameter;LI/SI;nett-price;gross;available;eancode;ip-code;photolink;;;;;weight;3pmsf;rim protection;season;ms;age;demo;runflat;;Fuel effeciency;Wet grip;Rollnoise;Noiselevel;Snowgrip;Icegrip;EPREL-id;EPREL-url;wcat;
337740;255 45YR 20TPRECON6XL;255/45 YR20 TL 105Y CO PREMIUM CONT 6 XL FR;PRECON6XL;CO;CONTINENTAL;17;4 X 4;J;J;255;45;20;105Y;188,88;366,00;>  20;4019238005004;0359076;https://www.etyre.net/preview/t3/co-precon6xl.jpg;;;;;12,764;N;;Summer;N;;;;;C;A;73;B;N;N;482683;https://eprel.ec.europa.eu/qr/482683;2;
337743;275 45YR 20TPRECON6XL;275/45 YR20 TL 110Y CO PREMIUM CONT 6 XL FR;PRECON6XL;CO;CONTINENTAL;17;4 X 4;J;J;275;45;20;110Y;175,35;347,50;>  20;4019238004861;0359079;https://www.etyre.net/preview/t3/co-precon6xl.jpg;;;;;14,876;N;;Summer;N;;;;;C;A;73;B;N;N;482620;https://eprel.ec.europa.eu/qr/482620;2;
337748;265 45HR 21TCRCLXSPAOS;265/45 HR21 TL 108H CO CR CON LX SPORT AO SIL;CRCLXSPAOS;CO;CONTINENTAL;17;4 X 4;J;J;265;45;21;108H;233,60;442,00;6;4019238009446;0359118;https://www.etyre.net/preview/t3/co-crclxspaos.jpg;;;;;15,000;N;;Summer;J;;;;;C;C;73;B;N;N;482519;https://eprel.ec.europa.eu/qr/482519;2;
337749;275 45YR 21TCSC6MO;275/45 YR21 TL 107Y CO CSC 6 MO FR;CSC6MO;CO;CONTINENTAL;11;LUXE BANDEN;J;J;275;45;21;107Y;188,37;355,50;>  20;4019238762747;0357951;https://www.etyre.net/preview/t3/co-csc6mo.jpg;;;;;16,213;N;;Summer;;;;;;B;A;72;B;N;N;483322;https://eprel.ec.europa.eu/qr/483322;2;
337752;275 45ZR 21TCSC6MO1XL;275/45 ZR21 TL 110Y CO CSC 6 MO1 XL FR;CSC6MO1XL;CO;CONTINENTAL;17;4 X 4;J;J;275;45;21;110Y;200,09;356,00;>  20;4019238798791;0314803;https://www.etyre.net/preview/t3/co-csc6mo1xl.jpg;;;;;16,509;N;;Summer;N;;;;;C;A;73;B;N;N;525722;https://eprel.ec.europa.eu/qr/525722;2;
337769;285 40HR 21TPRECON6AOX;285/40 HR21 TL 109H CO PREMIUM CONT 6 AO XL;PRECON6AOX;CO;CONTINENTAL;17;4 X 4;J;J;285;40;21;109H;232,41;437,00;>  20;4019238003888;0358514;https://www.etyre.net/preview/t3/co-precon6aox.jpg;;;;;16,585;N;;Summer;N;;;;;C;A;73;B;N;N;746171;https://eprel.ec.europa.eu/qr/746171;2;
337794;215 65 R 15TVANCOECO;215/65  R15 TL 104T CO VANCONTACT ECO;VANCOECO;CO;CONTINENTAL;16;BESTELWAGEN BANDEN;J;J;215;65;15;104T;120,83;235,00;19;4019238005639;0451592;https://www.etyre.net/preview/t3/co-vancoeco.jpg;;;;;12,453;N;;Summer;;;;;;B;A;71;B;N;N;481999;https://eprel.ec.europa.eu/qr/481999;1;
337795;225 65TR 16TVANCOECO;225/65  R16 TL 112T CO VANCONTACT ECO;VANCOECO;CO;CONTINENTAL;16;BESTELWAGEN BANDEN;J;J;225;65;16;112T;119,67;234,50;>  20;4019238008777;0451608;https://www.etyre.net/preview/t3/co-vancoeco.jpg;;;;;13,761;N;;Summer;;;;;;A;A;72;B;N;N;481751;https://eprel.ec.europa.eu/qr/481751;3;
337796;235 65 R 16TVANCO10010;235/65  R16 TL 121R CO VANCONTACT 100;VANCO10010;CO;CONTINENTAL;16;BESTELWAGEN BANDEN;J;J;235;65;16;121R;131,19;252,50;>  20;4019238009163;0451609;https://www.etyre.net/preview/t3/co-vanco10010.jpg;;;;;16,365;N;;Summer;;;;;;B;B;72;B;N;N;525753;https://eprel.ec.europa.eu/qr/525753;2;
337824;215 45VR 16TRAINSP3XL;215/45 VR16 TL 90V  UN RAINSPORT 3 XL FR;RAINSP3XL;UN;UNIROYAL;11;LUXE BANDEN;J;J;215;45;16;90V;79,98;159,00;>  20;4024068000129;0362949;https://www.etyre.net/preview/t3/un-rainsp3xl.jpg;;;;;8,106;N;;Summer;;;;;;D;A;72;B;N;N;490936;https://eprel.ec.europa.eu/qr/490936;1;
337830;225 45WR 17TRAINSP3SSR;225/45 WR17 TL 91W  UN RAINSPORT 3 SSR FR;RAINSP3SSR;UN;UNIROYAL;25;RUNFLAT BANDEN;J;J;225;45;17;91W;74,58;145,00;>  20;4024068000167;0362955;https://www.etyre.net/preview/t3/un-rainsp3ssr.jpg;;;;;11,683;N;;Summer;;;;J;;D;A;71;B;N;N;491103;https://eprel.ec.europa.eu/qr/491103;1;
337842;135 80 R 18TUST17;135/80  R18 TL 104M UN UST 17 (SPARE);UST17;UN;UNIROYAL;33;SPARES;J;J;135;80;18;104M;41,35;89,00;>  20;4024068001102;0362939;https://www.etyre.net/preview/t3/un-ust17.jpg;;;;;5,826;;;Summer;;;;;;;;;;;;;;1;
338271;155 80TR 13TASEXPERT2;155/80 TR13 TL 79T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;155;80;13;79T;39,08;70,00;>  20;4024068000679;0362963;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;5,592;J;;Allseason;J;;;;;E;C;71;B;J;N;505511;https://eprel.ec.europa.eu/qr/505511;1;
338272;155 70TR 13TASEXPERT2;155/70 TR13 TL 75T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;155;70;13;75T;38,87;71,50;>  20;4024068000662;0362962;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;5,427;J;;Allseason;J;;;;;E;C;71;B;J;N;505561;https://eprel.ec.europa.eu/qr/505561;1;
338274;165 70TR 14TASEXPERT2;165/70 TR14 TL 81T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;165;70;14;81T;42,76;77,00;>  20;4024068000907;0362967;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;6,221;J;;Allseason;J;;;;;E;C;71;B;J;N;505616;https://eprel.ec.europa.eu/qr/505616;1;
338276;185 70TR 14TASEXPERT2;185/70 TR14 TL 88T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;185;70;14;88T;55,49;104,50;>  20;4024068000914;0362981;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,395;J;;Allseason;J;;;;;D;C;71;B;J;N;491266;https://eprel.ec.europa.eu/qr/491266;1;
338277;155 65TR 14TASEXPERT2;155/65 TR14 TL 75T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;155;65;14;75T;40,09;72,50;>  20;4024068000891;0362961;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;5,547;J;;Allseason;J;;;;;D;C;71;B;J;N;491188;https://eprel.ec.europa.eu/qr/491188;1;
338278;165 65TR 14TASEXPERT2;165/65 TR14 TL 79T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;165;65;14;79T;44,58;75,50;>  20;4024068000822;0362964;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;5,895;J;;Allseason;J;;;;;D;C;71;B;J;N;491099;https://eprel.ec.europa.eu/qr/491099;1;
338279;175 65TR 14TASEXPERT2;175/65 TR14 TL 82T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;175;65;14;82T;40,34;74,50;>  20;4024068000686;0362968;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;6,594;J;;Allseason;J;;;;;D;C;71;B;J;N;491026;https://eprel.ec.europa.eu/qr/491026;1;
338280;185 65TR 14TASEXPERT2;185/65 TR14 TL 86T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;185;65;14;86T;56,45;96,00;>  20;4024068000693;0362978;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,212;J;;Allseason;J;;;;;D;C;71;B;J;N;491046;https://eprel.ec.europa.eu/qr/491046;1;
338283;165 65TR 15TASEXPERT2;165/65 TR15 TL 81T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;165;65;15;81T;49,58;92,00;>  20;4024068000730;0362966;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;5,994;J;;Allseason;J;;;;;D;C;71;B;J;N;491090;https://eprel.ec.europa.eu/qr/491090;1;
338284;175 65TR 15TASEXPERT2;175/65 TR15 TL 84T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;175;65;15;84T;50,59;97,00;>  20;4024068001003;0362969;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,156;J;;Allseason;J;;;;;D;C;71;B;J;N;491132;https://eprel.ec.europa.eu/qr/491132;1;
338289;175 65HR 15TASEXPERT2;175/65 HR15 TL 84H  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;175;65;15;84H;52,00;96,50;>  20;4024068001010;0362970;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,153;J;;Allseason;J;;;;;D;C;71;B;J;N;491272;https://eprel.ec.europa.eu/qr/491272;1;
338290;185 65TR 15TASEXPERT2;185/65 TR15 TL 88T  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;185;65;15;88T;50,64;95,00;>  20;4024068001065;0362979;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,571;J;;Allseason;J;;;;;D;C;71;B;J;N;491061;https://eprel.ec.europa.eu/qr/491061;1;
338291;195 65HR 15TASEXPERT2;195/65 HR15 TL 91H  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;195;65;15;91H;46,40;85,50;>  20;4024068005834;0363403;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;8,025;J;;Allseason;J;;;;;C;C;72;B;J;N;1353315;https://eprel.ec.europa.eu/qr/1353315;1;
338293;185 60TR 15TASEXPERT2X;185/60 TR15 TL 88T  UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;29;ALL-SEASON PW;J;J;185;60;15;88T;54,93;102,50;>  20;4024068001041;0362976;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,172;J;;Allseason;J;;;;;D;C;71;B;J;N;491089;https://eprel.ec.europa.eu/qr/491089;1;
338294;185 60HR 15TASEXPERT2X;185/60 HR15 TL 88H  UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;29;ALL-SEASON PW;J;J;185;60;15;88H;54,63;104,50;>  20;4024068001058;0362977;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,191;J;;Allseason;J;;;;;D;C;71;B;J;N;491171;https://eprel.ec.europa.eu/qr/491171;1;
338295;195 60HR 15TASEXPERT2;195/60 HR15 TL 88H  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;195;60;15;88H;55,08;103,00;>  20;4024068000921;0362985;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,496;J;;Allseason;J;;;;;D;C;72;B;J;N;491265;https://eprel.ec.europa.eu/qr/491265;1;
338296;185 55HR 15TASEXPERT2;185/55 HR15 TL 82H  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;185;55;15;82H;61,80;118,00;>  20;4024068001034;0362974;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,075;J;;Allseason;J;;;;;D;C;71;B;J;N;491247;https://eprel.ec.europa.eu/qr/491247;1;
338297;195 55HR 15TASEXPERT2;195/55 HR15 TL 85H  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;195;55;15;85H;67,61;130,00;>  20;4024068000808;0362983;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,536;J;;Allseason;J;;;;;D;C;72;B;J;N;491173;https://eprel.ec.europa.eu/qr/491173;1;
338298;195 50HR 15TASEXPERT2;195/50 HR15 TL 82H  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;195;50;15;82H;48,52;92,50;>  20;4024068001027;0362982;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,266;J;;Allseason;J;;;;;D;C;72;B;J;N;491267;https://eprel.ec.europa.eu/qr/491267;1;
338299;205 60HR 16TASEXPERT2X;205/60 HR16 TL 96H  UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;29;ALL-SEASON PW;J;J;205;60;16;96H;72,81;137,50;>  20;4024068000594;0362990;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;8,780;J;;Allseason;J;;;;;D;C;72;B;J;N;490901;https://eprel.ec.europa.eu/qr/490901;1;
338300;215 60VR 16TASEXPERT2X;215/60 VR16 TL 99V  UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;29;ALL-SEASON PW;J;J;215;60;16;99V;89,58;178,50;>  20;4024068000853;0362995;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;9,462;J;;Allseason;J;;;;;D;C;72;B;J;N;490902;https://eprel.ec.europa.eu/qr/490902;1;
338301;195 55HR 16TASEXPERT2;195/55 HR16 TL 87H  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;195;55;16;87H;73,42;135,00;>  20;4024068001072;0362984;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;7,760;J;;Allseason;J;;;;;E;C;72;B;J;N;505634;https://eprel.ec.europa.eu/qr/505634;1;
338302;205 55HR 16TASEXPERT2;205/55 HR16 TL 91H  UN ALL SEASON EXPERT 2;ASEXPERT2;UN;UNIROYAL;29;ALL-SEASON PW;J;J;205;55;16;91H;54,17;102,00;>  20;4024068000938;0362988;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;8,162;J;;Allseason;J;;;;;C;B;72;B;J;N;490940;https://eprel.ec.europa.eu/qr/490940;1;
338303;205 55VR 16TASEXPERT2X;205/55 VR16 TL 94V  UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;29;ALL-SEASON PW;J;J;205;55;16;94V;58,27;107,50;>  20;4024068000945;0362989;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;8,147;J;;Allseason;J;;;;;C;B;72;B;J;N;490900;https://eprel.ec.europa.eu/qr/490900;1;
338304;215 55HR 16TASEXPERT2X;215/55 HR16 TL 97H  UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;29;ALL-SEASON PW;J;J;215;55;16;97H;89,63;162,50;>  20;4024068000617;0362993;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;9,375;J;;Allseason;J;;;;;D;C;72;B;J;N;490903;https://eprel.ec.europa.eu/qr/490903;1;
338307;225 60HR 17TASEXPERT2;225/60 HR17 TL 99H  UN ALL SEASON EXPERT 2 FR;ASEXPERT2;UN;UNIROYAL;38;ALL-SEASON 4X4/SUV;J;J;225;60;17;99H;93,01;187,50;>  20;4024068000969;0362662;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;11,431;J;;Allseason;J;;;;;C;C;72;B;J;N;490949;https://eprel.ec.europa.eu/qr/490949;3;
338308;205 55VR 17TASEXPERT2X;205/55 VR17 TL 95V  UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;29;ALL-SEASON PW;J;J;205;55;17;95V;83,72;163,00;>  20;4024068000815;0362898;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;9,013;J;;Allseason;J;;;;;D;C;72;B;J;N;490805;https://eprel.ec.europa.eu/qr/490805;1;
338309;225 55VR 17TASEXPERT2X;225/55 VR17 TL 101V UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;29;ALL-SEASON PW;J;J;225;55;17;101V;92,35;186,50;>  20;4024068000631;0362299;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;10,305;J;;Allseason;J;;;;;C;C;72;B;J;N;491123;https://eprel.ec.europa.eu/qr/491123;3;
338310;235 55VR 17TASEXPERT2X;235/55 VR17 TL 103V UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;38;ALL-SEASON 4X4/SUV;J;J;235;55;17;103V;92,61;188,50;>  20;4024068000655;0362892;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;11,744;J;;Allseason;J;;;;;C;C;72;B;J;N;490905;https://eprel.ec.europa.eu/qr/490905;3;
338312;225 50VR 17TASEXPERT2X;225/50 VR17 TL 98V  UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;29;ALL-SEASON PW;J;J;225;50;17;98V;97,40;175,50;>  20;4024068000624;0362297;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;10,020;J;;Allseason;J;;;;;D;C;72;B;J;N;491015;https://eprel.ec.europa.eu/qr/491015;1;
338315;235 50VR 18TASEXPERT2X;235/50 VR18 TL 101V UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;38;ALL-SEASON 4X4/SUV;J;J;235;50;18;101V;104,22;198,00;>  20;4024068000716;0362891;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;11,391;J;;Allseason;J;;;;;C;C;72;B;J;N;490769;https://eprel.ec.europa.eu/qr/490769;3;
338316;225 40VR 18TASEXPERT2X;225/40 VR18 TL 92V  UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;29;ALL-SEASON PW;J;J;225;40;18;92V;71,24;139,50;>  20;4024068000709;0362998;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;9,334;J;;Allseason;J;;;;;D;C;72;B;J;N;491024;https://eprel.ec.europa.eu/qr/491024;1;
338318;215 65VR 17TASEXPERT2;215/65 VR17 TL 99V  UN ALL SEASON EXPERT 2 FR;ASEXPERT2;UN;UNIROYAL;38;ALL-SEASON 4X4/SUV;J;J;215;65;17;99V;100,13;176,50;>  20;4024068000884;0362899;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;10,719;J;;Allseason;J;;;;;D;C;72;B;J;N;491149;https://eprel.ec.europa.eu/qr/491149;3;
338319;225 65VR 17TASEXPERT2X;225/65 VR17 TL 106V UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;38;ALL-SEASON 4X4/SUV;J;J;225;65;17;106V;95,58;168,50;>  20;4024068000976;0362664;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;11,554;J;;Allseason;J;;;;;D;C;72;B;J;N;490872;https://eprel.ec.europa.eu/qr/490872;3;
338320;235 65VR 17TASEXPERT2X;235/65 VR17 TL 108V UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;38;ALL-SEASON 4X4/SUV;J;J;235;65;17;108V;91,60;178,50;>  20;4024068000761;0362897;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;13,225;J;;Allseason;J;;;;;C;C;72;B;J;N;490806;https://eprel.ec.europa.eu/qr/490806;3;
338321;215 60HR 17TASEXPERT2;215/60 HR17 TL 96H  UN ALL SEASON EXPERT 2 FR;ASEXPERT2;UN;UNIROYAL;38;ALL-SEASON 4X4/SUV;J;J;215;60;17;96H;92,15;172,00;>  20;4024068000754;0362996;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;10,445;J;;Allseason;J;;;;;D;C;72;B;J;N;491084;https://eprel.ec.europa.eu/qr/491084;3;
338322;235 60VR 18TASEXPERT2X;235/60 VR18 TL 107V UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;38;ALL-SEASON 4X4/SUV;J;J;235;60;18;107V;97,76;190,50;>  20;4024068000983;0362894;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;12,142;J;;Allseason;J;;;;;C;C;72;B;J;N;490913;https://eprel.ec.europa.eu/qr/490913;3;
338323;215 55VR 18TASEXPERT2X;215/55 VR18 TL 99V  UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;38;ALL-SEASON 4X4/SUV;J;J;215;55;18;99V;93,72;186,50;>  20;4024068000839;0362994;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;10,481;J;;Allseason;J;;;;;D;C;72;B;J;N;490899;https://eprel.ec.europa.eu/qr/490899;3;
338324;235 55VR 18TASEXPERT2X;235/55 VR18 TL 100V UN ALL SEASON EXPERT 2 XL;ASEXPERT2X;UN;UNIROYAL;38;ALL-SEASON 4X4/SUV;J;J;235;55;18;100V;102,05;185,50;>  20;4024068000723;0362900;https://www.etyre.net/preview/t3/un-asexpert2.jpg;;;;;11,653;J;;Allseason;J;;;;;D;C;72;B;J;N;490810;https://eprel.ec.europa.eu/qr/490810;3;
338325;195 70 R 15TASMAX;195/70  R15 TL 104R UN ALLSEASON MAX;ASMAX;UN;UNIROYAL;37;ALL-SEASON LIGHT-TRU;J;J;195;70;15;104R;64,43;124,50;>  20;4024068000532;0452223;https://www.etyre.net/preview/t3/un-asmax.jpg;;;;;10,822;J;;Allseason;J;;;;;C;A;73;B;J;N;491001;https://eprel.ec.europa.eu/qr/491001;1;
338326;215 70SR 15TASMAX;215/70  R15 TL 109S UN ALLSEASON MAX;ASMAX;UN;UNIROYAL;37;ALL-SEASON LIGHT-TRU;J;J;215;70;15;109S;84,88;160,50;>  20;4024068005698;0452310;https://www.etyre.net/preview/t3/un-asmax.jpg;;;;;12,645;J;;Allseason;J;;;;;C;A;73;B;J;N;1259659;https://eprel.ec.europa.eu/qr/1259659;3;
338327;225 70 R 15TASMAX;225/70  R15 TL 112R UN ALLSEASON MAX;ASMAX;UN;UNIROYAL;37;ALL-SEASON LIGHT-TRU;J;J;225;70;15;112R;82,51;163,50;>  20;4024068000471;0452231;https://www.etyre.net/preview/t3/un-asmax.jpg;;;;;14,067;J;;Allseason;J;;;;;C;A;73;B;J;N;490797;https://eprel.ec.europa.eu/qr/490797;3;
338328;195 75 R 16TASMAX;195/75  R16 TL 107R UN ALLSEASON MAX;ASMAX;UN;UNIROYAL;37;ALL-SEASON LIGHT-TRU;J;J;195;75;16;107R;74,43;144,00;>  20;4024068000525;0452224;https://www.etyre.net/preview/t3/un-asmax.jpg;;;;;12,073;J;;Allseason;J;;;;;C;A;73;B;J;N;490796;https://eprel.ec.europa.eu/qr/490796;1;
338329;205 75 R 16TASMAX;205/75  R16 TL 110R UN ALLSEASON MAX;ASMAX;UN;UNIROYAL;37;ALL-SEASON LIGHT-TRU;J;J;205;75;16;110R;82,00;161,50;>  20;4024068000501;0452226;https://www.etyre.net/preview/t3/un-asmax.jpg;;;;;13,222;J;;Allseason;J;;;;;C;A;73;B;J;N;490987;https://eprel.ec.europa.eu/qr/490987;3;
338331;195 65 R 16TASMAX;195/65  R16 TL 104T UN ALLSEASON MAX;ASMAX;UN;UNIROYAL;37;ALL-SEASON LIGHT-TRU;J;J;195;65;16;104T;80,64;155,50;>  20;4024068000549;0452222;https://www.etyre.net/preview/t3/un-asmax.jpg;;;;;11,435;J;;Allseason;J;;;;;C;A;73;B;J;N;491232;https://eprel.ec.europa.eu/qr/491232;1;
338332;205 65 R 16TASMAX;205/65  R16 TL 107T UN ALLSEASON MAX;ASMAX;UN;UNIROYAL;37;ALL-SEASON LIGHT-TRU;J;J;205;65;16;107T;88,21;175,00;>  20;4024068000518;0452225;https://www.etyre.net/preview/t3/un-asmax.jpg;;;;;12,288;J;;Allseason;J;;;;;C;A;73;B;J;N;491092;https://eprel.ec.europa.eu/qr/491092;1;
338333;215 65 R 16TASMAX;215/65  R16 TL 109T UN ALLSEASON MAX;ASMAX;UN;UNIROYAL;37;ALL-SEASON LIGHT-TRU;J;J;215;65;16;109T;93,31;182,00;>  20;4024068000570;0452227;https://www.etyre.net/preview/t3/un-asmax.jpg;;;;;12,682;J;;Allseason;J;;;;;C;A;73;B;J;N;490795;https://eprel.ec.europa.eu/qr/490795;3;
338334;225 65 R 16TASMAX;225/65  R16 TL 112R UN ALLSEASON MAX;ASMAX;UN;UNIROYAL;37;ALL-SEASON LIGHT-TRU;J;J;225;65;16;112R;100,43;197,50;>  20;4024068000488;0452230;https://www.etyre.net/preview/t3/un-asmax.jpg;;;;;15,262;J;;Allseason;J;;;;;D;A;73;B;J;N;505688;https://eprel.ec.europa.eu/qr/505688;2;
338335;235 65 R 16TASMAX;235/65  R16 TL 115R UN ALLSEASON MAX;ASMAX;UN;UNIROYAL;37;ALL-SEASON LIGHT-TRU;J;J;235;65;16;115R;104,93;204,00;>  20;4024068000464;0452232;https://www.etyre.net/preview/t3/un-asmax.jpg;;;;;16,887;J;;Allseason;J;;;;;D;A;73;B;J;N;505735;https://eprel.ec.europa.eu/qr/505735;2;
338341;175 70TR 14TALLSEASCOX;175/70 TR14 TL 88T  CO ALL SEASON CONTACT XL;ALLSEASCOX;CO;CONTINENTAL;29;ALL-SEASON PW;J;J;175;70;14;88T;72,71;136,00;>  20;4019238010671;0358821;https://www.etyre.net/preview/t3/co-allseascon.jpg;;;;;6,618;J;;Allseason;J;;;;;C;B;71;B;J;N;481887;https://eprel.ec.europa.eu/qr/481887;1;
338342;155 65TR 14TALLSEASCON;155/65 TR14 TL 75T  CO ALL SEASON CONTACT;ALLSEASCON;CO;CONTINENTAL;29;ALL-SEASON PW;J;J;155;65;14;75T;51,50;92,50;>  20;4019238010657;0358816;https://www.etyre.net/preview/t3/co-allseascon.jpg;;;;;5,484;J;;Allseason;J;;;;;C;B;71;B;J;N;531356;https://eprel.ec.europa.eu/qr/531356;1;
338343;165 65TR 14TALLSEASCON;165/65 TR14 TL 79T  CO ALL SEASON CONTACT;ALLSEASCON;CO;CONTINENTAL;29;ALL-SEASON PW;J;J;165;65;14;79T;56,40;104,00;>  20;4019238010626;0358812;https://www.etyre.net/preview/t3/co-allseascon.jpg;;;;;5,870;J;;Allseason;J;;;;;C;B;71;B;J;N;481757;https://eprel.ec.europa.eu/qr/481757;1;
338344;185 65TR 14TALLSEASCOX;185/65 TR14 TL 90T  CO ALL SEASON CONTACT XL;ALLSEASCOX;CO;CONTINENTAL;29;ALL-SEASON PW;J;J;185;65;14;90T;67,10;128,00;>  20;4019238010640;0358815;https://www.etyre.net/preview/t3/co-allseascon.jpg;;;;;6,923;J;;Allseason;J;;;;;B;B;71;B;J;N;481755;https://eprel.ec.europa.eu/qr/481755;1;
338347;195 50HR 15TALLSEASCOX;195/50 HR15 TL 86H  CO ALL SEASON CONTACT XL;ALLSEASCOX;CO;CONTINENTAL;29;ALL-SEASON PW;J;J;195;50;15;86H;66,95;120,00;>  20;4019238010664;0358817;https://www.etyre.net/preview/t3/co-allseascon.jpg;;;;;7,020;J;;Allseason;J;;;;;C;B;72;B;J;N;479402;https://eprel.ec.europa.eu/qr/479402;1;
